year,month,day,pressure_e,temperature_e,wind_e,pressure_t,temperature_t,wind_t,morning_s,afternoon_s,morning_r,afternoon_r,p_sunrise,p_sunset,temp_sunrise,temp_sunset
1816,2,26,26.13,6.4,w,26.1,6.4,w,0,0,1,1,940.8297367102327,939.7495647966733,5.120000000000001,5.120000000000001
1816,2,27,26.15,6.0,sw,25.9,5.6,sw,1,0,0,0,941.5498513192722,932.5484187062771,4.800000000000001,4.4799999999999995
1816,2,28,25.64,6.2,sw,25.75,5.6,sw,0,1,1,0,923.1869287887625,927.1475591384803,4.960000000000001,4.4799999999999995
1816,2,29,25.85,5.0,w,25.86,5.6,w,1,0,0,0,930.7481321836784,931.1081894881981,4.0,4.4799999999999995
1816,3,1,25.93,4.4,w,25.98,4.2,w,0,0,0,0,933.6285906198367,935.4288771424356,3.5200000000000005,3.3600000000000003
1816,3,2,26.0,3.0,s,25.86,5.0,sw,0,0,0,0,936.1489917514754,931.1081894881981,2.4000000000000004,4.0
1816,3,3,25.64,4.0,sw,25.67,5.2,sw,0,0,0,0,923.1869287887625,924.2671007023221,3.2,4.16
1816,3,4,25.73,5.2,sw,25.78,5.6,sw,1,1,0,0,926.4274445294409,928.2277310520396,4.16,4.4799999999999995
1816,3,5,25.67,6.0,sw,25.67,6.0,sw,0,0,1,1,924.2671007023221,924.2671007023221,4.800000000000001,4.800000000000001
1816,3,6,25.66,6.4,s,25.66,8.2,s,0,0,0,0,923.9070433978021,923.9070433978021,5.120000000000001,6.56
1816,3,7,25.63,7.6,sw,25.49,8.4,sw,0,0,0,0,922.8268714842427,917.7860692209654,6.08,6.720000000000001
1816,3,8,25.66,7.2,s,25.54,8.4,s,1,0,0,0,923.9070433978021,919.5863557435645,5.760000000000001,6.720000000000001
1816,3,9,25.49,7.2,w,25.5,7.2,w,1,0,0,0,917.7860692209654,918.1461265254853,5.760000000000001,5.760000000000001
1816,3,10,25.64,6.2,w,25.81,6.0,w,1,1,0,0,923.1869287887625,929.3079029655992,4.960000000000001,4.800000000000001
1816,3,11,26.2,6.0,s,26.21,6.2,so,0,0,0,0,943.3501378418713,943.710195146391,4.800000000000001,4.960000000000001
1816,3,12,26.19,5.2,sw,26.13,6.6,sw,0,0,0,1,942.9900805373514,940.8297367102327,4.16,5.28
1816,3,13,26.13,7.0,sw,26.15,7.8,sw,0,0,1,0,940.8297367102327,941.5498513192722,5.6000000000000005,6.24
1816,3,14,26.2,7.4,s,26.15,9.2,n,0,0,0,0,943.3501378418713,941.5498513192722,5.920000000000001,7.359999999999999
1816,3,15,26.04,8.0,w,26.03,13.4,w,0,0,0,0,937.5892209695544,937.2291636650345,6.4,10.72
1816,3,16,26.07,9.2,w,25.95,10.0,w,0,1,1,0,938.6693928831139,934.3487052288762,7.359999999999999,8.0
1816,3,17,25.84,7.6,o,25.86,7.6,w,0,1,0,0,930.3880748791586,931.1081894881981,6.08,6.08
1816,3,18,25.88,6.4,w,25.83,7.4,sw,0,0,0,0,931.8283040972376,930.0280175746386,5.120000000000001,5.920000000000001
1816,3,19,25.76,6.6,w,25.8,7.2,w,1,1,0,0,927.5076164430002,928.9478456610793,5.28,5.760000000000001
1816,3,20,25.85,6.0,o,25.88,6.0,o,0,0,0,0,930.7481321836784,931.8283040972376,4.800000000000001,4.800000000000001
1816,3,21,25.92,5.8,o,25.98,6.0,o,0,1,0,0,933.2685333153169,935.4288771424356,4.64,4.800000000000001
1816,3,22,25.98,5.6,no,26.01,5.4,no,0,0,0,0,935.4288771424356,936.5090490559951,4.4799999999999995,4.32
1816,3,23,26.01,5.4,o,26.05,5.8,o,0,0,0,0,936.5090490559951,937.9492782740743,4.32,4.64
1816,3,24,26.1,6.0,no,26.1,6.2,no,0,0,0,0,939.7495647966733,939.7495647966733,4.800000000000001,4.960000000000001
1816,3,25,26.04,5.8,o,26.04,7.2,o,0,0,0,0,937.5892209695544,937.5892209695544,4.64,5.760000000000001
1816,3,26,26.04,6.0,o,26.06,5.8,n,0,0,0,0,937.5892209695544,938.3093355785942,4.800000000000001,4.64
1816,3,27,26.03,4.8,o,25.99,6.2,o,0,0,0,0,937.2291636650345,935.7889344469554,3.84,4.960000000000001
1816,3,28,25.92,5.0,no,25.95,4.8,no,0,0,0,0,933.2685333153169,934.3487052288762,4.0,3.84
1816,3,29,25.94,3.6,no,25.99,4.0,no,0,0,0,0,933.9886479243564,935.7889344469554,2.8800000000000003,3.2
1816,3,30,26.03,3.2,no,26.09,4.5,no,0,0,0,0,937.2291636650345,939.3895074921536,2.5600000000000005,3.6
1816,3,31,26.14,3.4,o,26.2,4.2,o,1,0,0,0,941.1897940147526,943.3501378418713,2.72,3.3600000000000003
1816,4,1,26.09,4.0,o,25.99,5.2,o,0,0,0,0,939.3895074921536,935.7889344469554,3.2,4.16
1816,4,2,25.92,3.8,o,25.86,5.4,o,0,0,0,0,933.2685333153169,931.1081894881981,3.04,4.32
1816,4,3,25.82,4.0,o,25.83,4.0,o,1,1,0,0,929.6679602701189,930.0280175746386,3.2,3.2
1816,4,4,25.91,3.6,o,25.98,5.8,o,0,0,0,0,932.9084760107969,935.4288771424356,2.8800000000000003,4.64
1816,4,5,26.01,3.8,o,25.95,7.2,o,0,0,0,0,936.5090490559951,934.3487052288762,3.04,5.760000000000001
1816,4,6,25.81,6.0,s,25.66,7.6,w,0,0,0,0,929.3079029655992,923.9070433978021,4.800000000000001,6.08
1816,4,7,25.51,8.2,sw,25.45,7.8,sw,0,0,0,0,918.5061838300052,916.3458400028863,6.56,6.24
1816,4,8,25.48,7.4,o,25.4,7.8,o,0,0,0,0,917.4260119164459,914.5455534802875,5.920000000000001,6.24
1816,4,9,25.36,8.4,s,25.35,9.4,s,0,0,0,0,913.1053242622081,912.7452669576884,6.720000000000001,7.5200000000000005
1816,4,10,25.58,8.6,s,25.64,10.2,s,0,0,0,0,921.0265849616436,923.1869287887625,6.88,8.16
1816,4,11,25.64,9.4,s,25.68,13.4,s,0,0,0,0,923.1869287887625,924.6271580068417,7.5200000000000005,10.72
1816,4,12,25.81,9.8,w,25.85,11.2,w,0,0,1,1,929.3079029655992,930.7481321836784,7.840000000000001,8.959999999999999
1816,4,13,25.82,9.8,w,25.77,10.0,w,0,0,1,0,929.6679602701189,927.8676737475199,7.840000000000001,8.0
1816,4,14,25.65,9.0,w,25.52,9.6,w,0,1,0,0,923.5469860932824,918.866241134525,7.2,7.68
1816,4,15,25.64,8.2,w,25.77,8.0,w,1,1,0,0,923.1869287887625,927.8676737475199,6.56,6.4
1816,4,16,25.64,6.4,o,25.76,8.2,o,0,0,1,1,923.1869287887625,927.5076164430002,5.120000000000001,6.56
1816,4,17,25.74,6.6,so,25.76,7.2,s,0,0,0,0,926.7875018339604,927.5076164430002,5.28,5.760000000000001
1816,4,18,25.77,7.0,s,25.8,8.2,o,0,0,0,0,927.8676737475199,928.9478456610793,5.6000000000000005,6.56
1816,4,19,25.8,7.8,sw,25.99,9.0,w,0,0,1,0,928.9478456610793,935.7889344469554,6.24,7.2
1816,4,20,26.16,8.6,o,26.11,9.2,o,0,0,0,0,941.909908623792,940.109622101193,6.88,7.359999999999999
1816,4,21,26.03,8.0,no,25.95,10.4,so,0,0,0,0,937.2291636650345,934.3487052288762,6.4,8.32
1816,4,22,25.95,9.4,so,25.86,12.0,so,0,0,0,0,934.3487052288762,931.1081894881981,7.5200000000000005,9.600000000000001
1816,4,23,25.91,11.4,o,25.86,12.8,o,0,0,0,0,932.9084760107969,931.1081894881981,9.120000000000001,10.240000000000002
1816,4,24,25.86,10.6,o,25.79,13.2,o,0,0,1,0,931.1081894881981,928.5877883565596,8.48,10.56
1816,4,25,25.85,12.0,o,25.91,12.2,o,0,0,0,0,930.7481321836784,932.9084760107969,9.600000000000001,9.76
1816,4,26,25.98,12.4,o,25.98,12.0,no,0,0,0,1,935.4288771424356,935.4288771424356,9.920000000000002,9.600000000000001
1816,4,27,25.94,10.4,o,25.89,12.2,no,0,0,0,0,933.9886479243564,932.1883614017574,8.32,9.76
1816,4,28,25.91,9.0,o,25.87,12.8,o,0,0,0,0,932.9084760107969,931.4682467927179,7.2,10.240000000000002
1816,4,29,25.84,10.0,o,25.78,13.2,o,0,0,0,0,930.3880748791586,928.2277310520396,8.0,10.56
1816,4,30,25.76,11.2,o,25.73,14.0,o,0,0,0,0,927.5076164430002,926.4274445294409,8.959999999999999,11.200000000000001
1816,5,1,25.8,10.8,sw,25.8,13.0,sw,0,0,1,1,928.9478456610793,928.9478456610793,8.64,10.4
1816,5,2,25.82,10.0,o,25.85,12.4,w,0,0,0,0,929.6679602701189,930.7481321836784,8.0,9.920000000000002
1816,5,3,26.02,11.0,w,26.19,10.2,sw,0,0,1,1,936.8691063605149,942.9900805373514,8.8,8.16
1816,5,4,26.2,9.6,w,26.14,9.2,w,0,0,1,1,943.3501378418713,941.1897940147526,7.68,7.359999999999999
1816,5,5,26.11,9.0,w,26.05,9.2,w,0,0,0,0,940.109622101193,937.9492782740743,7.2,7.359999999999999
1816,5,6,25.97,9.0,w,25.98,9.4,w,0,0,1,1,935.0688198379157,935.4288771424356,7.2,7.5200000000000005
1816,5,7,26.03,8.4,w,26.03,9.2,sw,0,0,1,1,937.2291636650345,937.2291636650345,6.720000000000001,7.359999999999999
1816,5,8,25.94,8.6,w,25.82,11.0,sw,0,0,0,0,933.9886479243564,929.6679602701189,6.88,8.8
1816,5,9,25.64,10.0,sw,25.65,10.2,w,0,0,1,1,923.1869287887625,923.5469860932824,8.0,8.16
1816,5,10,25.84,8.2,w,25.73,9.2,w,0,0,1,0,930.3880748791586,926.4274445294409,6.56,7.359999999999999
1816,5,11,25.68,8.6,sw,25.6,8.4,sw,1,1,1,1,924.6271580068417,921.7466995706834,6.88,6.720000000000001
1816,5,12,25.65,7.4,ww,25.64,8.0,sw,1,0,0,0,923.5469860932824,923.1869287887625,5.920000000000001,6.4
1816,5,13,25.73,7.0,w,25.86,8.2,w,0,1,0,0,926.4274445294409,931.1081894881981,5.6000000000000005,6.56
1816,5,14,25.94,7.4,o,26.03,7.4,w,0,0,1,0,933.9886479243564,937.2291636650345,5.920000000000001,5.920000000000001
1816,5,15,26.04,7.0,o,26.04,9.0,o,0,0,0,0,937.5892209695544,937.5892209695544,5.6000000000000005,7.2
1816,5,16,26.02,8.4,o,25.97,11.6,o,0,0,0,0,936.8691063605149,935.0688198379157,6.720000000000001,9.28
1816,5,17,25.89,9.8,o,25.78,12.8,o,0,0,0,0,932.1883614017574,928.2277310520396,7.840000000000001,10.240000000000002
1816,5,18,25.75,10.4,o,25.78,12.0,sw,0,0,1,1,927.1475591384803,928.2277310520396,8.32,9.600000000000001
1816,5,19,25.83,11.4,o,25.85,15.2,o,0,0,0,0,930.0280175746386,930.7481321836784,9.120000000000001,12.16
1816,5,20,25.89,12.0,o,25.86,15.4,o,0,0,0,0,932.1883614017574,931.1081894881981,9.600000000000001,12.32
1816,5,21,25.86,14.0,w,25.78,15.6,w,0,0,0,1,931.1081894881981,928.2277310520396,11.200000000000001,12.48
1816,5,22,25.84,14.0,w,25.83,14.2,no,0,0,1,1,930.3880748791586,930.0280175746386,11.200000000000001,11.36
1816,5,23,25.83,13.6,o,25.87,14.4,w,0,0,0,0,930.0280175746386,931.4682467927179,10.88,11.520000000000001
1816,5,24,25.95,13.4,w,25.99,15.2,n,0,0,0,0,934.3487052288762,935.7889344469554,10.72,12.16
1816,5,25,26.04,13.8,w,26.08,15.4,w,0,0,1,0,937.5892209695544,939.0294501876336,11.040000000000001,12.32
1816,5,26,26.11,14.2,no,26.21,12.4,w,0,0,1,1,940.109622101193,943.710195146391,11.36,9.920000000000002
1816,5,27,26.19,12.2,no,26.14,12.4,no,0,0,1,1,942.9900805373514,941.1897940147526,9.76,9.920000000000002
1816,5,28,26.1,11.6,no,26.11,11.2,no,0,0,1,0,939.7495647966733,940.109622101193,9.28,8.959999999999999
1816,5,29,26.07,10.8,no,26.02,10.0,no,0,0,0,1,938.6693928831139,936.8691063605149,8.64,8.0
1816,5,30,26.01,10.0,no,26.01,11.4,no,0,0,1,1,936.5090490559951,936.5090490559951,8.0,9.120000000000001
1816,5,31,26.0,9.8,no,25.94,12.4,so,0,0,1,0,936.1489917514754,933.9886479243564,7.840000000000001,9.920000000000002
1816,6,1,26.01,11.2,sw,26.05,10.2,sw,0,0,1,1,936.5090490559951,937.9492782740743,8.959999999999999,8.16
1816,6,2,26.09,10.2,s,26.08,12.0,o,0,0,0,0,939.3895074921536,939.0294501876336,8.16,9.600000000000001
1816,6,3,26.07,11.8,s,26.05,13.2,w,0,0,0,0,938.6693928831139,937.9492782740743,9.440000000000001,10.56
1816,6,4,26.08,13.0,so,26.06,13.0,nw,0,0,0,0,939.0294501876336,938.3093355785942,10.4,10.4
1816,6,5,26.0,12.8,sw,25.86,13.2,w,0,0,1,0,936.1489917514754,931.1081894881981,10.240000000000002,10.56
1816,6,6,25.66,12.0,w,25.81,11.4,o,0,1,1,1,923.9070433978021,929.3079029655992,9.600000000000001,9.120000000000001
1816,6,7,25.82,9.4,o,25.83,8.2,o,0,0,1,1,929.6679602701189,930.0280175746386,7.5200000000000005,6.56
1816,6,8,25.75,8.8,w,25.71,8.6,sw,0,0,1,1,927.1475591384803,925.7073299204011,7.040000000000001,6.88
1816,6,9,25.71,8.8,sw,25.66,9.8,w,0,0,1,0,925.7073299204011,923.9070433978021,7.040000000000001,7.840000000000001
1816,6,10,25.59,10.6,w,25.8,10.2,w,0,0,1,1,921.3866422661634,928.9478456610793,8.48,8.16
1816,6,11,25.89,9.0,o,25.95,10.0,o,0,0,1,1,932.1883614017574,934.3487052288762,7.2,8.0
1816,6,12,26.02,8.8,o,26.09,12.0,no,0,0,0,0,936.8691063605149,939.3895074921536,7.040000000000001,9.600000000000001
1816,6,13,26.1,11.0,o,26.08,16.4,o,0,0,0,1,939.7495647966733,939.0294501876336,8.8,13.12
1816,6,14,26.04,14.2,w,25.97,16.0,o,0,0,0,1,937.5892209695544,935.0688198379157,11.36,12.8
1816,6,15,25.92,14.4,no,25.93,14.8,w,0,0,1,1,933.2685333153169,933.6285906198367,11.520000000000001,11.840000000000002
1816,6,16,26.03,13.6,o,26.0,14.6,o,0,0,1,0,937.2291636650345,936.1489917514754,10.88,11.68
1816,6,17,25.9,13.4,w,25.91,12.8,w,0,0,1,1,932.5484187062771,932.9084760107969,10.72,10.240000000000002
1816,6,18,25.92,12.2,o,25.97,12.8,n,0,0,1,1,933.2685333153169,935.0688198379157,9.76,10.240000000000002
1816,6,19,26.06,12.0,n,26.1,12.2,no,0,0,1,1,938.3093355785942,939.7495647966733,9.600000000000001,9.76
1816,6,20,26.1,12.2,o,26.08,13.2,o,0,0,0,0,939.7495647966733,939.0294501876336,9.76,10.56
1816,6,21,26.07,12.4,o,26.06,14.0,o,0,0,0,0,938.6693928831139,938.3093355785942,9.920000000000002,11.200000000000001
1816,6,22,26.08,12.6,no,26.07,15.0,o,0,0,0,0,939.0294501876336,938.6693928831139,10.08,12.0
1816,6,23,26.05,14.4,o,26.02,14.4,o,0,0,0,1,937.9492782740743,936.8691063605149,11.520000000000001,11.520000000000001
1816,6,24,25.98,13.8,w,25.98,13.4,w,0,0,1,1,935.4288771424356,935.4288771424356,11.040000000000001,10.72
1816,6,25,25.93,12.2,w,25.97,12.0,w,0,0,1,1,933.6285906198367,935.0688198379157,9.76,9.600000000000001
1816,6,26,25.98,11.0,sw,25.97,12.8,w,0,0,1,1,935.4288771424356,935.0688198379157,8.8,10.240000000000002
1816,6,27,25.82,11.2,s,25.85,10.8,s,0,0,1,1,929.6679602701189,930.7481321836784,8.959999999999999,8.64
1816,6,28,25.87,10.6,w,25.92,11.0,w,0,0,0,1,931.4682467927179,933.2685333153169,8.48,8.8
1816,6,29,26.0,10.6,w,25.07,11.2,nw,0,0,1,0,936.1489917514754,902.6636624311341,8.48,8.959999999999999
1816,6,30,26.06,10.8,w,25.98,14.2,o,0,0,0,0,938.3093355785942,935.4288771424356,8.64,11.36
1816,7,1,25.9,12.2,o,25.86,14.4,w,0,0,0,1,932.5484187062771,931.1081894881981,9.76,11.520000000000001
1816,7,2,25.9,12.0,w,25.93,11.2,w,0,0,1,1,932.5484187062771,933.6285906198367,9.600000000000001,8.959999999999999
1816,7,3,25.98,12.0,w,26.01,10.8,w,0,0,1,1,935.4288771424356,936.5090490559951,9.600000000000001,8.64
1816,7,4,26.04,10.4,sw,26.07,12.2,w,0,0,1,0,937.5892209695544,938.6693928831139,8.32,9.76
1816,7,5,26.0,10.6,w,25.99,10.4,sw,0,0,1,1,936.1489917514754,935.7889344469554,8.48,8.32
1816,7,6,26.05,10.2,o,26.05,12.0,o,0,0,0,0,937.9492782740743,937.9492782740743,8.16,9.600000000000001
1816,7,7,26.02,11.2,o,25.97,15.2,o,0,0,0,1,936.8691063605149,935.0688198379157,8.959999999999999,12.16
1816,7,8,25.87,12.0,sw,25.96,14.4,no,0,0,0,1,931.4682467927179,934.7087625333961,9.600000000000001,11.520000000000001
1816,7,9,25.97,13.6,o,25.96,16.8,o,0,0,0,0,935.0688198379157,934.7087625333961,10.88,13.440000000000001
1816,7,10,25.96,14.8,o,25.94,16.8,w,0,0,0,1,934.7087625333961,933.9886479243564,11.840000000000002,13.440000000000001
1816,7,11,25.92,15.0,sw,25.92,12.6,sw,0,0,0,1,933.2685333153169,933.2685333153169,12.0,10.08
1816,7,12,25.9,12.6,sw,25.9,12.4,sw,0,0,1,1,932.5484187062771,932.5484187062771,10.08,9.920000000000002
1816,7,13,26.04,11.4,sw,26.09,10.4,sw,0,0,1,1,937.5892209695544,939.3895074921536,9.120000000000001,8.32
1816,7,14,26.1,10.4,sw,26.02,13.0,no,0,0,1,0,939.7495647966733,936.8691063605149,8.32,10.4
1816,7,15,25.94,11.6,o,25.91,13.4,w,0,0,0,1,933.9886479243564,932.9084760107969,9.28,10.72
1816,7,16,25.93,12.0,o,25.9,11.0,w,0,0,0,1,933.6285906198367,932.5484187062771,9.600000000000001,8.8
1816,7,17,25.95,12.6,w,25.95,12.4,w,0,0,1,1,934.3487052288762,934.3487052288762,10.08,9.920000000000002
1816,7,18,25.93,11.6,w,25.97,14.0,o,0,0,0,0,933.6285906198367,935.0688198379157,9.28,11.200000000000001
1816,7,19,26.02,12.8,s,26.05,16.0,o,0,0,0,0,936.8691063605149,937.9492782740743,10.240000000000002,12.8
1816,7,20,26.08,14.4,o,26.03,17.6,o,0,0,0,0,939.0294501876336,937.2291636650345,11.520000000000001,14.080000000000002
1816,7,21,25.95,14.8,s,26.03,17.2,sw,0,0,0,1,934.3487052288762,937.2291636650345,11.840000000000002,13.76
1816,7,22,26.1,16.0,s,26.08,15.2,sw,0,0,1,0,939.7495647966733,939.0294501876336,12.8,12.16
1816,7,23,25.98,14.2,so,25.95,15.2,w,0,0,0,1,935.4288771424356,934.3487052288762,11.36,12.16
1816,7,24,25.98,14.0,w,25.93,14.0,sw,0,0,1,1,935.4288771424356,933.6285906198367,11.200000000000001,11.200000000000001
1816,7,25,25.96,13.8,sw,26.02,13.2,no,0,0,1,1,934.7087625333961,936.8691063605149,11.040000000000001,10.56
1816,7,26,26.04,12.2,sw,26.11,12.6,sw,0,0,1,1,937.5892209695544,940.109622101193,9.76,10.08
1816,7,27,26.16,12.0,w,26.08,13.6,w,0,0,0,0,941.909908623792,939.0294501876336,9.600000000000001,10.88
1816,7,28,26.02,12.0,w,25.87,15.4,w,0,0,0,1,936.8691063605149,931.4682467927179,9.600000000000001,12.32
1816,7,29,25.81,13.2,w,25.75,14.2,o,0,0,1,1,929.3079029655992,927.1475591384803,10.56,11.36
1816,7,30,25.7,13.0,so,25.77,11.6,sw,0,0,1,1,925.3472726158811,927.8676737475199,10.4,9.28
1816,7,31,25.78,10.8,so,25.69,12.2,so,0,0,0,1,928.2277310520396,924.9872153113616,8.64,9.76
1816,8,1,25.75,12.0,w,25.97,11.4,w,0,0,1,1,927.1475591384803,935.0688198379157,9.600000000000001,9.120000000000001
1816,8,2,26.11,11.4,sw,26.1,12.8,o,0,0,0,0,940.109622101193,939.7495647966733,9.120000000000001,10.240000000000002
1816,8,3,26.1,11.8,sw,26.1,12.6,w,0,0,1,1,939.7495647966733,939.7495647966733,9.440000000000001,10.08
1816,8,4,26.07,12.2,so,25.97,16.0,so,0,0,0,0,938.6693928831139,935.0688198379157,9.76,12.8
1816,8,5,25.97,15.4,s,25.95,17.2,s,0,0,0,1,935.0688198379157,934.3487052288762,12.32,13.76
1816,8,6,26.13,15.6,s,26.24,15.4,s,0,0,1,1,940.8297367102327,944.7903670599502,12.48,12.32
1816,8,7,26.23,14.2,s,26.18,16.2,o,0,0,0,0,944.4303097554305,942.6300232328317,11.36,12.96
1816,8,8,26.1,15.4,o,26.03,16.2,o,0,0,0,0,939.7495647966733,937.2291636650345,12.32,12.96
1816,8,9,25.97,16.0,w,25.93,18.8,o,0,0,0,0,935.0688198379157,933.6285906198367,12.8,15.040000000000001
1816,8,10,26.04,16.8,w,26.22,15.2,w,0,0,1,1,937.5892209695544,944.0702524509107,13.440000000000001,12.16
1816,8,11,26.3,14.0,n,26.29,15.4,o,0,0,0,0,946.9507108870692,946.5906535825494,11.200000000000001,12.32
1816,8,12,26.27,14.0,o,26.25,16.2,o,0,0,0,0,945.8705389735097,945.1504243644702,11.200000000000001,12.96
1816,8,13,26.18,14.8,o,26.11,17.6,o,0,0,0,0,942.6300232328317,940.109622101193,11.840000000000002,14.080000000000002
1816,8,14,26.04,16.0,o,25.98,17.4,so,0,0,0,1,937.5892209695544,935.4288771424356,12.8,13.92
1816,8,15,25.93,16.0,s,25.94,20.0,w,0,0,0,1,933.6285906198367,933.9886479243564,12.8,16.0
1816,8,16,26.01,15.8,so,26.0,13.6,so,0,0,1,1,936.5090490559951,936.1489917514754,12.64,10.88
1816,8,17,26.03,13.2,w,26.07,13.8,w,0,0,1,1,937.2291636650345,938.6693928831139,10.56,11.040000000000001
1816,8,18,26.01,12.0,w,26.07,12.2,w,0,0,1,1,936.5090490559951,938.6693928831139,9.600000000000001,9.76
1816,8,19,26.1,11.2,w,26.17,10.4,w,0,0,1,1,939.7495647966733,942.269965928312,8.959999999999999,8.32
1816,8,20,26.13,10.8,w,26.08,10.4,sw,0,0,1,1,940.8297367102327,939.0294501876336,8.64,8.32
1816,8,21,26.09,10.2,s,26.12,11.2,o,0,0,0,0,939.3895074921536,940.4696794057128,8.16,8.959999999999999
1816,8,22,26.12,10.0,n,26.1,12.0,n,0,0,0,1,940.4696794057128,939.7495647966733,8.0,9.600000000000001
1816,8,23,26.1,10.2,no,26.08,11.2,no,0,0,0,0,939.7495647966733,939.0294501876336,8.16,8.959999999999999
1816,8,24,26.11,10.2,o,26.1,12.8,o,0,0,0,0,940.109622101193,939.7495647966733,8.16,10.240000000000002
1816,8,25,26.09,10.8,o,26.1,12.4,o,0,0,0,0,939.3895074921536,939.7495647966733,8.64,9.920000000000002
1816,8,26,26.09,11.4,o,26.11,12.8,o,0,0,0,0,939.3895074921536,940.109622101193,9.120000000000001,10.240000000000002
1816,8,27,26.1,10.4,o,26.13,14.0,no,0,0,0,0,939.7495647966733,940.8297367102327,8.32,11.200000000000001
1816,8,28,26.13,11.2,o,26.21,1.8,no,0,0,0,0,940.8297367102327,943.710195146391,8.959999999999999,1.4400000000000002
1816,8,29,26.23,12.0,o,26.18,13.6,o,0,0,0,0,944.4303097554305,942.6300232328317,9.600000000000001,10.88
1816,8,30,26.07,13.2,s,25.93,14.4,sw,0,0,0,1,938.6693928831139,933.6285906198367,10.56,11.520000000000001
1816,8,31,25.82,13.0,o,25.54,14.2,o,0,0,0,0,929.6679602701189,919.5863557435645,10.4,11.36
1816,9,1,25.56,13.0,sw,25.6,12.4,sw,0,0,1,1,920.306470352604,921.7466995706834,10.4,9.920000000000002
1816,9,2,25.8,11.4,w,25.88,10.4,w,0,0,0,1,928.9478456610793,931.8283040972376,9.120000000000001,8.32
1816,9,3,25.95,9.2,no,25.97,10.0,o,0,0,0,0,934.3487052288762,935.0688198379157,7.359999999999999,8.0
1816,9,4,25.96,8.4,o,25.95,10.4,o,0,0,0,0,934.7087625333961,934.3487052288762,6.720000000000001,8.32
1816,9,5,26.0,10.0,w,26.01,10.0,sw,0,0,1,1,936.1489917514754,936.5090490559951,8.0,8.0
1816,9,6,26.01,10.2,sw,26.08,10.2,w,0,0,1,1,936.5090490559951,939.0294501876336,8.16,8.16
1816,9,7,26.1,10.0,sw,26.15,11.0,sw,0,0,1,1,939.7495647966733,941.5498513192722,8.0,8.8
1816,9,8,26.16,10.2,s,26.11,12.2,sw,0,0,0,1,941.909908623792,940.109622101193,8.16,9.76
1816,9,9,26.07,12.0,sw,26.1,12.0,sw,0,0,1,1,938.6693928831139,939.7495647966733,9.600000000000001,9.600000000000001
1816,9,10,26.14,12.2,sw,26.18,17.2,so,0,0,0,0,941.1897940147526,942.6300232328317,9.76,13.76
1816,9,11,26.2,14.4,so,26.15,17.4,so,0,0,0,0,943.3501378418713,941.5498513192722,11.520000000000001,13.92
1816,9,12,26.23,15.0,s,26.25,14.8,s,0,0,1,1,944.4303097554305,945.1504243644702,12.0,11.840000000000002
1816,9,13,26.31,14.2,s,26.34,14.4,o,0,0,0,0,947.3107681915889,948.3909401051485,11.36,11.520000000000001
1816,9,14,26.33,12.0,o,26.33,15.0,o,0,0,0,0,948.0308828006285,948.0308828006285,9.600000000000001,12.0
1816,9,15,26.29,11.8,o,26.32,15.4,o,0,0,0,0,946.5906535825494,947.6708254961087,9.440000000000001,12.32
1816,9,16,26.29,13.0,o,26.23,15.2,o,0,0,0,0,946.5906535825494,944.4303097554305,10.4,12.16
1816,9,17,26.18,13.4,o,26.19,17.2,o,0,0,0,0,942.6300232328317,942.9900805373514,10.72,13.76
1816,9,18,26.31,14.8,s,26.17,15.2,sw,0,0,0,1,947.3107681915889,942.269965928312,11.840000000000002,12.16
1816,9,19,26.14,14.4,w,26.1,16.0,w,0,0,0,1,941.1897940147526,939.7495647966733,11.520000000000001,12.8
1816,9,20,26.13,14.2,o,26.09,13.2,o,0,0,0,0,940.8297367102327,939.3895074921536,11.36,10.56
1816,9,21,26.0,12.4,o,25.9,14.2,o,0,0,0,0,936.1489917514754,932.5484187062771,9.920000000000002,11.36
1816,9,22,25.93,12.8,so,25.95,13.6,so,0,0,1,0,933.6285906198367,934.3487052288762,10.240000000000002,10.88
1816,9,23,26.01,12.6,so,26.03,16.2,o,0,0,0,0,936.5090490559951,937.2291636650345,10.08,12.96
1816,9,24,25.99,13.6,n,26.04,13.0,w,0,0,1,1,935.7889344469554,937.5892209695544,10.88,10.4
1816,9,25,26.12,12.0,sw,26.17,11.8,s,0,0,1,1,940.4696794057128,942.269965928312,9.600000000000001,9.440000000000001
1816,9,26,26.2,11.4,sw,26.2,12.0,o,0,0,1,0,943.3501378418713,943.3501378418713,9.120000000000001,9.600000000000001
1816,9,27,26.19,11.2,w,26.22,11.2,w,0,0,1,1,942.9900805373514,944.0702524509107,8.959999999999999,8.959999999999999
1816,9,28,26.23,8.0,w,26.23,13.6,w,0,0,0,0,944.4303097554305,944.4303097554305,6.4,10.88
1816,9,29,26.2,9.6,s,26.09,14.4,w,0,0,0,0,943.3501378418713,939.3895074921536,7.68,11.520000000000001
1816,9,30,25.98,12.0,sw,26.03,12.0,s,0,0,1,0,935.4288771424356,937.2291636650345,9.600000000000001,9.600000000000001
1816,10,1,26.06,11.2,sw,25.99,10.4,sw,0,0,0,0,938.3093355785942,935.7889344469554,8.959999999999999,8.32
1816,10,2,26.02,10.4,sw,26.03,12.8,w,0,0,0,0,936.8691063605149,937.2291636650345,8.32,10.240000000000002
