year,month,day,pressure_e,temperature_e,wind_e,pressure_t,temperature_t,wind_t,morning_s,afternoon_s,morning_r,afternoon_r,p_sunrise,p_sunset,temp_sunrise,temp_sunset
1815,7,20,26.03,15.0,sw,26.08,15.0,sw,0,0,1,1,937.2291636650345,939.0294501876336,12.0,12.0
1815,7,21,26.08,14.8,o,26.07,16.0,o,0,0,0,1,939.0294501876336,938.6693928831139,11.840000000000002,12.8
1815,7,22,26.03,14.6,w,26.04,15.2,sw,0,0,0,1,937.2291636650345,937.5892209695544,11.68,12.16
1815,7,23,26.04,14.2,w,26.07,15.2,o,0,0,1,1,937.5892209695544,938.6693928831139,11.36,12.16
1815,7,24,26.1,14.0,w,26.13,16.0,n,0,0,1,0,939.7495647966733,940.8297367102327,11.200000000000001,12.8
1815,7,25,26.16,14.0,w,26.19,14.6,w,0,0,1,1,941.909908623792,942.9900805373514,11.200000000000001,11.68
1815,7,26,26.2,13.2,w,26.08,13.2,w,0,0,1,1,943.3501378418713,939.0294501876336,10.56,10.56
1815,7,27,26.03,12.0,w,26.02,12.4,w,0,0,1,1,937.2291636650345,936.8691063605149,9.600000000000001,9.920000000000002
1815,7,28,26.04,11.4,w,26.08,12.0,o,0,0,1,1,937.5892209695544,939.0294501876336,9.120000000000001,9.600000000000001
1815,7,29,26.1,11.4,w,26.16,12.2,o,0,0,1,1,939.7495647966733,941.909908623792,9.120000000000001,9.76
1815,7,30,26.05,10.8,o,26.0,14.0,no,0,0,0,0,937.9492782740743,936.1489917514754,8.64,11.200000000000001
1815,7,31,26.03,12.2,no,26.1,14.2,n,0,0,0,0,937.2291636650345,939.7495647966733,9.76,11.36
1815,8,1,26.14,13.2,no,26.18,14.4,n,0,0,0,1,941.1897940147526,942.6300232328317,10.56,11.520000000000001
1815,8,2,26.21,13.0,no,26.21,14.4,n,0,0,1,1,943.710195146391,943.710195146391,10.4,11.520000000000001
1815,8,3,26.23,12.8,w,26.28,11.4,s,0,0,1,1,944.4303097554305,946.2305962780297,10.240000000000002,9.120000000000001
1815,8,4,26.24,11.2,sw,26.14,14.4,o,0,0,0,0,944.7903670599502,941.1897940147526,8.959999999999999,11.520000000000001
1815,8,5,26.08,12.6,o,26.0,14.8,o,0,0,0,1,939.0294501876336,936.1489917514754,10.08,11.840000000000002
1815,8,6,25.9,12.4,w,25.86,14.8,w,0,0,0,1,932.5484187062771,931.1081894881981,9.920000000000002,11.840000000000002
1815,8,7,25.86,13.6,w,25.93,12.2,w,0,0,1,1,931.1081894881981,933.6285906198367,10.88,9.76
1815,8,8,25.98,11.0,w,25.94,12.0,o,0,0,1,0,935.4288771424356,933.9886479243564,8.8,9.600000000000001
1815,8,9,25.86,11.2,no,25.9,12.2,no,0,0,0,0,931.1081894881981,932.5484187062771,8.959999999999999,9.76
1815,8,10,25.86,12.0,no,25.87,12.0,no,0,0,0,1,931.1081894881981,931.4682467927179,9.600000000000001,9.600000000000001
1815,8,11,25.87,12.0,w,25.87,11.8,sw,0,0,1,1,931.4682467927179,931.4682467927179,9.600000000000001,9.440000000000001
1815,8,12,25.82,11.2,w,25.86,12.0,w,0,0,1,1,929.6679602701189,931.1081894881981,8.959999999999999,9.600000000000001
1815,8,13,25.96,10.4,w,26.06,11.4,w,0,0,1,1,934.7087625333961,938.3093355785942,8.32,9.120000000000001
1815,8,14,26.2,10.8,w,26.3,11.2,w,0,0,1,1,943.3501378418713,946.9507108870692,8.64,8.959999999999999
1815,8,15,26.3,10.6,sw,26.31,11.4,sw,0,0,0,0,946.9507108870692,947.3107681915889,8.48,9.120000000000001
1815,8,16,26.22,13.2,sw,26.06,17.2,o,0,0,0,0,944.0702524509107,938.3093355785942,10.56,13.76
1815,8,17,26.05,16.4,w,26.18,15.2,w,0,0,0,0,937.9492782740743,942.6300232328317,13.12,12.16
1815,8,18,26.18,16.8,s,26.13,16.0,o,0,0,0,0,942.6300232328317,940.8297367102327,13.440000000000001,12.8
1815,8,19,26.08,14.2,o,26.08,15.0,sw,0,0,0,1,939.0294501876336,939.0294501876336,11.36,12.0
1815,8,20,26.06,15.0,sw,26.07,15.2,sw,0,0,1,1,938.3093355785942,938.6693928831139,12.0,12.16
1815,8,21,26.11,15.2,no,26.13,16.0,no,0,0,0,1,940.109622101193,940.8297367102327,12.16,12.8
1815,8,22,26.14,14.0,o,26.14,17.4,o,0,0,0,0,941.1897940147526,941.1897940147526,11.200000000000001,13.92
1815,8,23,26.18,16.0,sw,26.2,17.0,sw,0,0,1,0,942.6300232328317,943.3501378418713,12.8,13.600000000000001
1815,8,24,26.28,16.0,w,26.3,17.6,sw,0,0,1,0,946.2305962780297,946.9507108870692,12.8,14.080000000000002
1815,8,25,26.33,16.0,o,26.3,17.2,o,0,0,0,0,948.0308828006285,946.9507108870692,12.8,13.76
1815,8,26,26.29,15.8,o,26.3,18.0,o,0,0,0,0,946.5906535825494,946.9507108870692,12.64,14.4
1815,8,27,26.31,15.4,o,26.26,18.0,o,0,0,0,0,947.3107681915889,945.51048166899,12.32,14.4
1815,8,28,26.24,15.6,o,26.2,19.2,o,0,0,0,0,944.7903670599502,943.3501378418713,12.48,15.36
1815,8,29,26.16,16.0,w,26.19,15.2,sw,0,0,0,1,941.909908623792,942.9900805373514,12.8,12.16
1815,8,30,26.23,15.2,sw,26.22,15.2,w,0,0,1,0,944.4303097554305,944.0702524509107,12.16,12.16
1815,8,31,26.22,13.6,o,26.24,16.8,o,0,0,0,0,944.0702524509107,944.7903670599502,10.88,13.440000000000001
1815,9,1,26.25,14.4,o,26.26,17.2,o,0,0,0,0,945.1504243644702,945.51048166899,11.520000000000001,13.76
1815,9,2,26.22,14.8,o,26.18,17.2,o,0,0,0,0,944.0702524509107,942.6300232328317,11.840000000000002,13.76
1815,9,3,26.19,14.4,o,26.21,17.4,o,0,0,0,0,942.9900805373514,943.710195146391,11.520000000000001,13.92
1815,9,4,26.25,15.2,o,26.2,17.4,w,0,0,0,0,945.1504243644702,943.3501378418713,12.16,13.92
1815,9,5,26.15,16.0,w,26.09,16.0,w,0,0,0,0,941.5498513192722,939.3895074921536,12.8,12.8
1815,9,6,26.1,15.0,o,26.08,15.2,no,0,0,0,0,939.7495647966733,939.0294501876336,12.0,12.16
1815,9,7,26.12,13.2,o,26.16,11.4,no,0,0,1,0,940.4696794057128,941.909908623792,10.56,9.120000000000001
1815,9,8,26.17,10.2,n,26.22,12.0,n,0,0,0,0,942.269965928312,944.0702524509107,8.16,9.600000000000001
1815,9,9,26.26,10.2,o,26.27,13.2,o,0,0,0,0,945.51048166899,945.8705389735097,8.16,10.56
1815,9,10,26.25,10.4,o,26.27,13.4,o,0,0,0,0,945.1504243644702,945.8705389735097,8.32,10.72
1815,9,11,26.3,12.0,o,26.3,15.2,o,0,0,0,0,946.9507108870692,946.9507108870692,9.600000000000001,12.16
1815,9,12,26.29,13.0,o,26.29,16.8,o,0,0,0,0,946.5906535825494,946.5906535825494,10.4,13.440000000000001
1815,9,13,26.27,14.0,o,26.21,17.4,o,0,0,0,0,945.8705389735097,943.710195146391,11.200000000000001,13.92
1815,9,14,26.17,14.4,o,26.13,17.6,o,0,0,0,0,942.269965928312,940.8297367102327,11.520000000000001,14.080000000000002
1815,9,15,26.13,14.8,o,26.06,17.6,nw,0,0,0,1,940.8297367102327,938.3093355785942,11.840000000000002,14.080000000000002
1815,9,16,26.03,15.6,w,26.02,16.8,w,0,0,1,1,937.2291636650345,936.8691063605149,12.48,13.440000000000001
1815,9,17,26.0,15.0,sw,26.09,15.2,sw,0,0,1,1,936.1489917514754,939.3895074921536,12.0,12.16
1815,9,18,26.21,13.6,sw,26.28,14.4,w,0,0,1,1,943.710195146391,946.2305962780297,10.88,11.520000000000001
1815,9,19,26.27,12.0,o,26.21,14.2,o,0,0,0,0,945.8705389735097,943.710195146391,9.600000000000001,11.36
1815,9,20,26.1,11.6,no,26.05,14.2,no,0,0,0,0,939.7495647966733,937.9492782740743,9.28,11.36
1815,9,21,26.04,10.0,no,26.05,12.2,no,0,0,0,0,937.5892209695544,937.9492782740743,8.0,9.76
1815,9,22,26.06,8.2,no,26.0,10.0,no,0,0,0,0,938.3093355785942,936.1489917514754,6.56,8.0
1815,9,23,25.88,10.4,so,25.74,11.2,so,0,0,0,0,931.8283040972376,926.7875018339604,8.32,8.959999999999999
1815,9,24,25.88,12.6,w,25.96,14.0,w,0,0,1,0,931.8283040972376,934.7087625333961,10.08,11.200000000000001
1815,9,25,26.06,12.0,o,26.12,13.2,o,0,0,0,0,938.3093355785942,940.4696794057128,9.600000000000001,10.56
1815,9,26,26.23,13.2,so,26.22,14.4,so,0,0,1,1,944.4303097554305,944.0702524509107,10.56,11.520000000000001
1815,9,27,26.23,12.0,sw,26.25,13.4,sw,0,0,0,0,944.4303097554305,945.1504243644702,9.600000000000001,10.72
1815,9,28,26.28,13.2,o,26.21,14.8,o,0,0,1,0,946.2305962780297,943.710195146391,10.56,11.840000000000002
1815,9,29,26.09,12.4,o,25.92,15.0,no,0,0,0,0,939.3895074921536,933.2685333153169,9.920000000000002,12.0
1815,9,30,25.84,13.0,nw,25.81,15.2,nw,0,0,0,1,930.3880748791586,929.3079029655992,10.4,12.16
1815,10,1,25.86,12.6,w,25.91,12.4,w,0,0,1,0,931.1081894881981,932.9084760107969,10.08,9.920000000000002
1815,10,2,26.11,11.8,w,26.18,12.0,w,0,0,1,0,940.109622101193,942.6300232328317,9.440000000000001,9.600000000000001
1815,10,3,26.25,11.0,w,26.28,12.0,so,0,0,1,0,945.1504243644702,946.2305962780297,8.8,9.600000000000001
1815,10,4,26.24,9.6,o,26.22,11.8,o,0,0,0,0,944.7903670599502,944.0702524509107,7.68,9.440000000000001
1815,10,5,26.2,9.4,o,26.2,12.0,o,0,0,0,0,943.3501378418713,943.3501378418713,7.5200000000000005,9.600000000000001
1815,10,6,26.19,9.0,o,26.16,8.4,o,0,0,0,0,942.9900805373514,941.909908623792,7.2,6.720000000000001
1815,10,7,26.19,8.2,w,26.2,9.2,w,0,0,1,1,942.9900805373514,943.3501378418713,6.56,7.359999999999999
1815,10,8,26.23,9.2,no,26.24,10.0,no,0,0,0,0,944.4303097554305,944.7903670599502,7.359999999999999,8.0
1815,10,9,26.22,8.4,no,26.2,10.0,no,0,0,0,0,944.0702524509107,943.3501378418713,6.720000000000001,8.0
1815,10,10,26.15,8.0,o,26.06,10.2,o,0,0,0,0,941.5498513192722,938.3093355785942,6.4,8.16
1815,10,11,26.0,8.2,o,25.96,8.2,o,0,0,0,0,936.1489917514754,934.7087625333961,6.56,6.56
1815,10,12,26.0,7.8,w,26.02,9.4,sw,0,0,0,1,936.1489917514754,936.8691063605149,6.24,7.5200000000000005
1815,10,13,26.07,8.8,sw,26.07,11.0,so,0,0,1,0,938.6693928831139,938.6693928831139,7.040000000000001,8.8
1815,10,14,26.1,10.0,s,26.06,12.0,s,0,0,1,0,939.7495647966733,938.3093355785942,8.0,9.600000000000001
1815,10,15,26.05,11.2,w,26.16,11.4,w,0,0,1,1,937.9492782740743,941.909908623792,8.959999999999999,9.120000000000001
1815,10,16,26.23,10.0,no,26.19,11.6,no,0,0,0,0,944.4303097554305,942.9900805373514,8.0,9.28
1815,10,17,26.19,10.0,no,26.1,15.0,n,0,0,0,0,942.9900805373514,939.7495647966733,8.0,12.0
1815,10,18,26.16,11.4,sw,26.2,11.2,sw,0,0,0,0,941.909908623792,943.3501378418713,9.120000000000001,8.959999999999999
1815,10,19,26.13,9.4,w,26.11,10.8,w,0,0,0,0,940.8297367102327,940.109622101193,7.5200000000000005,8.64
1815,10,20,26.04,10.0,s,25.99,13.2,s,0,0,0,0,937.5892209695544,935.7889344469554,8.0,10.56
1815,10,21,25.93,11.2,s,25.92,13.2,s,0,0,0,0,933.6285906198367,933.2685333153169,8.959999999999999,10.56
1815,10,22,26.03,10.0,so,26.1,14.2,o,0,0,0,0,937.2291636650345,939.7495647966733,8.0,11.36
1815,10,23,26.13,11.0,so,26.11,10.4,so,0,0,0,0,940.8297367102327,940.109622101193,8.8,8.32
1815,10,24,26.11,9.4,o,26.06,10.0,o,0,0,0,1,940.109622101193,938.3093355785942,7.5200000000000005,8.0
1815,10,25,26.01,9.4,s,25.78,10.4,w,0,0,0,0,936.5090490559951,928.2277310520396,7.5200000000000005,8.32
1815,10,26,25.8,10.0,sw,25.9,9.6,s,0,0,1,0,928.9478456610793,932.5484187062771,8.0,7.68
1815,10,27,25.91,8.6,w,25.9,9.0,o,0,0,1,0,932.9084760107969,932.5484187062771,6.88,7.2
1815,10,28,25.98,7.2,so,25.97,8.0,o,0,0,0,0,935.4288771424356,935.0688198379157,5.760000000000001,6.4
1815,10,29,25.9,8.0,o,25.8,8.4,o,0,0,0,0,932.5484187062771,928.9478456610793,6.4,6.720000000000001
1815,10,30,25.81,9.2,sw,25.79,10.0,sw,0,0,0,0,929.3079029655992,928.5877883565596,7.359999999999999,8.0
1815,10,31,25.77,9.0,no,25.87,8.4,n,0,0,0,0,927.8676737475199,931.4682467927179,7.2,6.720000000000001
1815,11,1,25.9,7.2,n,25.9,7.0,n,0,0,0,0,932.5484187062771,932.5484187062771,5.760000000000001,5.6000000000000005
1815,11,2,25.96,5.0,o,26.01,6.8,o,0,0,0,0,934.7087625333961,936.5090490559951,4.0,5.44
1815,11,3,26.0,6.8,w,26.04,6.8,w,1,1,0,0,936.1489917514754,937.5892209695544,5.44,5.44
1815,11,4,26.19,6.8,no,26.2,6.8,no,1,0,0,0,942.9900805373514,943.3501378418713,5.44,5.44
1815,11,5,26.24,5.2,so,26.26,5.2,no,0,0,0,0,944.7903670599502,945.51048166899,4.16,4.16
1815,11,6,26.27,4.0,so,26.29,5.0,so,0,0,0,0,945.8705389735097,946.5906535825494,3.2,4.0
1815,11,7,26.26,4.0,so,26.26,4.4,so,0,0,0,0,945.51048166899,945.51048166899,3.2,3.5200000000000005
1815,11,8,26.24,3.8,s,26.2,5.4,s,0,0,0,0,944.7903670599502,943.3501378418713,3.04,4.32
1815,11,9,26.22,5.4,sw,26.1,6.2,sw,0,0,1,1,944.0702524509107,939.7495647966733,4.32,4.960000000000001
1815,11,10,26.28,5.8,sw,26.37,7.0,sw,0,0,1,0,946.2305962780297,949.4711120187078,4.64,5.6000000000000005
1815,11,11,26.34,8.0,s,26.33,7.8,s,0,0,0,0,948.3909401051485,948.0308828006285,6.4,6.24
1815,11,12,26.27,7.6,s,26.22,8.2,s,0,0,0,0,945.8705389735097,944.0702524509107,6.08,6.56
1815,11,13,26.01,8.2,s,25.81,9.4,sw,0,0,0,0,936.5090490559951,929.3079029655992,6.56,7.5200000000000005
1815,11,14,25.71,9.0,sw,25.63,9.6,w,0,0,1,0,925.7073299204011,922.8268714842427,7.2,7.68
1815,11,15,25.25,9.2,s,25.37,8.2,sw,0,0,1,1,909.1446939124904,913.465381566728,7.359999999999999,6.56
1815,11,16,25.61,8.0,s,25.6,8.0,w,0,0,0,0,922.106756875203,921.7466995706834,6.4,6.4
1815,11,17,25.83,7.6,w,25.87,7.0,w,1,0,0,0,930.0280175746386,931.4682467927179,6.08,5.6000000000000005
1815,11,18,25.96,6.8,s,26.03,6.6,s,0,0,0,0,934.7087625333961,937.2291636650345,5.44,5.28
1815,11,19,26.13,4.6,so,26.1,5.6,o,0,0,0,0,940.8297367102327,939.7495647966733,3.6799999999999997,4.4799999999999995
1815,11,20,25.97,4.8,o,25.69,5.2,o,0,0,0,0,935.0688198379157,924.9872153113616,3.84,4.16
1815,11,21,25.75,5.2,w,25.78,6.4,w,0,0,0,0,927.1475591384803,928.2277310520396,4.16,5.120000000000001
1815,11,22,25.9,6.0,s,25.93,7.0,s,0,0,0,0,932.5484187062771,933.6285906198367,4.800000000000001,5.6000000000000005
1815,11,23,25.9,6.2,sw,25.95,6.8,o,0,1,0,0,932.5484187062771,934.3487052288762,4.960000000000001,5.44
1815,11,24,25.99,6.2,n,26.1,6.0,n,1,1,0,0,935.7889344469554,939.7495647966733,4.960000000000001,4.800000000000001
1815,11,25,26.18,4.0,no,26.26,4.2,no,1,0,0,0,942.6300232328317,945.51048166899,3.2,3.3600000000000003
1815,11,26,26.32,4.0,no,26.26,4.0,no,0,0,0,0,947.6708254961087,945.51048166899,3.2,3.2
1815,11,27,26.01,3.2,no,25.98,3.2,no,1,1,0,0,936.5090490559951,935.4288771424356,2.5600000000000005,2.5600000000000005
1815,11,28,25.93,2.0,no,25.95,2.0,s,0,0,0,0,933.6285906198367,934.3487052288762,1.6,1.6
1815,11,29,26.13,1.4,sw,26.22,2.0,w,0,0,0,0,940.8297367102327,944.0702524509107,1.1199999999999999,1.6
1815,11,30,26.31,2.0,so,26.25,2.6,so,0,0,0,0,947.3107681915889,945.1504243644702,1.6,2.08
1815,12,1,26.24,3.4,s,26.3,4.0,s,0,0,0,0,944.7903670599502,946.9507108870692,2.72,3.2
1815,12,2,26.36,4.8,s,26.35,5.2,s,0,0,0,0,949.111054714188,948.7509974096682,3.84,4.16
1815,12,3,26.28,5.0,s,26.25,6.0,s,0,0,0,0,946.2305962780297,945.1504243644702,4.0,4.800000000000001
1815,12,4,26.19,6.2,sw,26.07,6.4,sw,0,0,1,1,942.9900805373514,938.6693928831139,4.960000000000001,5.120000000000001
1815,12,5,25.93,5.8,w,25.94,6.6,w,1,1,0,0,933.6285906198367,933.9886479243564,4.64,5.28
1815,12,6,25.44,5.6,w,25.47,5.0,w,1,0,0,0,915.9857826983666,917.0659546119259,4.4799999999999995,4.0
1815,12,7,25.53,5.0,o,25.55,4.8,no,1,1,0,0,919.2262984390446,919.9464130480843,4.0,3.84
1815,12,8,25.71,4.6,n,25.8,4.6,n,0,0,0,0,925.7073299204011,928.9478456610793,3.6799999999999997,3.6799999999999997
1815,12,9,25.8,3.2,n,25.82,2.4,n,1,0,0,0,928.9478456610793,929.6679602701189,2.5600000000000005,1.92
1815,12,10,25.98,1.6,no,26.05,1.6,no,1,1,0,0,935.4288771424356,937.9492782740743,1.2800000000000002,1.2800000000000002
1815,12,11,26.21,1.0,no,26.21,0.0,no,1,0,0,0,943.710195146391,943.710195146391,0.8,0.0
1815,12,12,26.22,0.0,w,26.26,0.0,sw,1,0,0,0,944.0702524509107,945.51048166899,0.0,0.0
1815,12,13,26.28,0.0,w,26.3,0.4,w,1,0,0,0,946.2305962780297,946.9507108870692,0.0,0.32000000000000006
1815,12,14,26.25,0.4,sw,26.26,1.0,w,0,0,0,0,945.1504243644702,945.51048166899,0.32000000000000006,0.8
1815,12,15,26.18,1.2,sw,26.1,1.4,sw,0,0,0,0,942.6300232328317,939.7495647966733,0.96,1.1199999999999999
1815,12,16,25.9,1.4,sw,25.64,2.4,sw,0,0,0,0,932.5484187062771,923.1869287887625,1.1199999999999999,1.92
1815,12,17,25.5,3.2,sw,25.53,3.4,w,1,1,0,0,918.1461265254853,919.2262984390446,2.5600000000000005,2.72
1815,12,18,25.73,3.2,w,25.73,3.8,sw,0,0,0,0,926.4274445294409,926.4274445294409,2.5600000000000005,3.04
1815,12,19,25.71,3.0,s,25.85,3.6,s,0,0,0,0,925.7073299204011,930.7481321836784,2.4000000000000004,2.8800000000000003
1815,12,20,25.94,3.0,sw,25.86,3.6,sw,0,0,0,0,933.9886479243564,931.1081894881981,2.4000000000000004,2.8800000000000003
1815,12,21,25.81,3.2,s,25.82,4.0,s,0,0,0,0,929.3079029655992,929.6679602701189,2.5600000000000005,3.2
1815,12,22,25.76,4.4,s,25.79,4.8,s,0,0,0,1,927.5076164430002,928.5877883565596,3.5200000000000005,3.84
1815,12,23,25.91,5.0,o,25.95,5.0,s,1,1,0,0,932.9084760107969,934.3487052288762,4.0,4.0
1815,12,24,25.83,4.0,so,25.76,5.0,s,0,0,0,1,930.0280175746386,927.5076164430002,3.2,4.0
1815,12,25,25.68,5.2,w,25.77,5.0,w,1,1,0,0,924.6271580068417,927.8676737475199,4.16,4.0
1815,12,26,26.02,5.0,w,25.9,4.2,w,0,0,0,0,936.8691063605149,932.5484187062771,4.0,3.3600000000000003
1815,12,27,25.75,4.2,sw,25.71,4.2,sw,0,1,0,0,927.1475591384803,925.7073299204011,3.3600000000000003,3.3600000000000003
1815,12,28,26.08,4.4,w,26.15,4.0,sw,1,0,0,0,939.0294501876336,941.5498513192722,3.5200000000000005,3.2
1815,12,29,26.23,4.0,sw,26.25,4.6,sw,1,0,0,1,944.4303097554305,945.1504243644702,3.2,3.6799999999999997
1815,12,30,26.18,4.8,sw,26.26,5.6,sw,0,0,1,1,942.6300232328317,945.51048166899,3.84,4.4799999999999995
1815,12,31,26.43,6.0,n,26.41,6.0,n,1,1,0,0,951.6314558458266,950.911341236787,4.800000000000001,4.800000000000001
1816,1,1,26.35,4.8,o,26.25,4.2,o,0,0,0,0,948.7509974096682,945.1504243644702,3.84,3.3600000000000003
1816,1,2,26.13,3.0,o,26.05,3.0,o,0,0,0,0,940.8297367102327,937.9492782740743,2.4000000000000004,2.4000000000000004
1816,1,3,26.01,1.4,o,26.04,1.4,s,0,0,0,0,936.5090490559951,937.5892209695544,1.1199999999999999,1.1199999999999999
1816,1,4,26.24,1.2,w,26.29,1.6,sw,1,0,0,0,944.7903670599502,946.5906535825494,0.96,1.2800000000000002
1816,1,5,26.24,1.0,sw,26.15,1.4,w,0,1,0,0,944.7903670599502,941.5498513192722,0.8,1.1199999999999999
1816,1,6,26.18,2.0,w,26.04,3.0,w,1,0,0,0,942.6300232328317,937.5892209695544,1.6,2.4000000000000004
1816,1,7,25.73,3.6,w,25.79,3.8,w,1,1,0,0,926.4274445294409,928.5877883565596,2.8800000000000003,3.04
1816,1,8,26.0,3.2,sw,25.97,4.0,sw,0,0,0,0,936.1489917514754,935.0688198379157,2.5600000000000005,3.2
1816,1,9,25.76,4.2,sw,25.76,5.2,sw,0,0,1,1,927.5076164430002,927.5076164430002,3.3600000000000003,4.16
1816,1,10,25.75,5.0,sw,25.75,5.2,w,0,0,1,1,927.1475591384803,927.1475591384803,4.0,4.16
1816,1,11,25.73,5.2,sw,25.48,6.4,sw,0,0,0,1,926.4274445294409,917.4260119164459,4.16,5.120000000000001
1816,1,12,25.63,5.4,w,25.78,6.0,w,0,1,0,0,922.8268714842427,928.2277310520396,4.32,4.800000000000001
1816,1,13,25.62,5.0,s,25.4,5.6,s,0,0,0,0,922.4668141797229,914.5455534802875,4.0,4.4799999999999995
1816,1,14,25.55,5.8,o,25.54,5.6,o,0,0,0,0,919.9464130480843,919.5863557435645,4.64,4.4799999999999995
1816,1,15,25.63,5.6,w,25.66,6.0,w,1,0,0,0,922.8268714842427,923.9070433978021,4.4799999999999995,4.800000000000001
1816,1,16,25.75,5.2,w,26.03,5.2,w,0,1,0,0,927.1475591384803,937.2291636650345,4.16,4.16
1816,1,17,26.08,4.8,w,25.94,5.2,w,0,0,0,0,939.0294501876336,933.9886479243564,3.84,4.16
1816,1,18,25.97,5.0,w,25.96,5.4,w,1,0,0,0,935.0688198379157,934.7087625333961,4.0,4.32
1816,1,19,25.91,5.0,w,25.88,4.8,w,0,0,0,0,932.9084760107969,931.8283040972376,4.0,3.84
1816,1,20,25.8,4.8,w,25.67,4.6,w,0,0,0,0,928.9478456610793,924.2671007023221,3.84,3.6799999999999997
1816,1,21,25.65,4.0,w,25.63,4.6,w,0,0,0,0,923.5469860932824,922.8268714842427,3.2,3.6799999999999997
1816,1,22,25.64,3.8,w,25.62,4.0,w,0,0,0,0,923.1869287887625,922.4668141797229,3.04,3.2
1816,1,23,25.58,3.8,sw,25.57,4.8,sw,0,1,0,0,921.0265849616436,920.6665276571238,3.04,3.84
1816,1,24,25.51,4.0,sw,25.5,4.6,w,1,0,0,0,918.5061838300052,918.1461265254853,3.2,3.6799999999999997
1816,1,25,25.49,4.2,sw,25.5,4.8,so,0,0,0,0,917.7860692209654,918.1461265254853,3.3600000000000003,3.84
1816,1,26,25.49,4.2,sw,25.51,5.0,sw,0,1,0,0,917.7860692209654,918.5061838300052,3.3600000000000003,4.0
1816,1,27,25.62,4.6,sw,25.69,5.2,sw,0,1,0,0,922.4668141797229,924.9872153113616,3.6799999999999997,4.16
1816,1,28,25.74,4.8,o,25.83,5.2,no,1,1,0,0,926.7875018339604,930.0280175746386,3.84,4.16
1816,1,29,25.1,4.0,no,26.19,5.0,no,1,0,0,0,903.7438343446935,942.9900805373514,3.2,4.0
1816,1,30,26.21,1.4,no,26.2,1.4,no,0,0,0,0,943.710195146391,943.3501378418713,1.1199999999999999,1.1199999999999999
1816,1,31,26.21,0.0,o,26.19,0.0,no,0,0,0,0,943.710195146391,942.9900805373514,0.0,0.0
1816,2,1,26.08,-1.6,no,26.04,0.0,o,0,0,0,0,939.0294501876336,937.5892209695544,-1.2800000000000002,0.0
1816,2,2,25.95,-1.0,o,25.9,0.0,o,0,0,0,0,934.3487052288762,932.5484187062771,-0.8,0.0
1816,2,3,25.85,1.0,sw,25.87,1.4,sw,0,0,0,0,930.7481321836784,931.4682467927179,0.8,1.1199999999999999
1816,2,4,25.83,1.8,sw,25.7,3.2,sw,0,0,1,1,930.0280175746386,925.3472726158811,1.4400000000000002,2.5600000000000005
1816,2,5,25.68,3.0,w,25.64,4.0,sw,1,1,0,0,924.6271580068417,923.1869287887625,2.4000000000000004,3.2
1816,2,6,25.57,4.2,w,25.5,5.2,w,0,0,0,0,920.6665276571238,918.1461265254853,3.3600000000000003,4.16
1816,2,7,25.24,5.4,sw,25.27,5.4,sw,0,0,1,0,908.7846366079706,909.86480852153,4.32,4.32
1816,2,8,25.21,5.8,sw,25.18,6.0,so,0,1,1,0,907.7044646944112,906.6242927808518,4.64,4.800000000000001
1816,2,9,25.58,4.2,no,25.53,4.0,no,1,0,0,0,921.0265849616436,919.2262984390446,3.3600000000000003,3.2
1816,2,10,25.6,3.0,no,25.69,2.6,n,0,0,0,0,921.7466995706834,924.9872153113616,2.4000000000000004,2.08
1816,2,11,25.82,1.0,no,25.81,1.0,no,1,0,0,0,929.6679602701189,929.3079029655992,0.8,0.8
1816,2,12,25.95,0.0,no,26.09,1.0,so,0,1,0,0,934.3487052288762,939.3895074921536,0.0,0.8
1816,2,13,26.2,0.0,no,26.1,0.8,no,0,0,0,0,943.3501378418713,939.7495647966733,0.0,0.6400000000000001
1816,2,14,26.14,0.6,o,26.23,1.2,o,0,0,0,0,941.1897940147526,944.4303097554305,0.48,0.96
1816,2,15,26.27,0.6,o,26.24,1.4,o,0,0,0,0,945.8705389735097,944.7903670599502,0.48,1.1199999999999999
1816,2,16,26.16,2.2,w,25.89,4.0,sw,1,0,0,0,941.909908623792,932.1883614017574,1.7600000000000002,3.2
1816,2,17,25.72,3.6,sw,25.69,3.2,sw,1,1,0,0,926.0673872249209,924.9872153113616,2.8800000000000003,2.5600000000000005
1816,2,18,25.78,3.4,sw,25.9,3.8,sw,1,1,0,0,928.2277310520396,932.5484187062771,2.72,3.04
1816,2,19,25.91,3.2,w,25.98,3.6,w,1,1,0,0,932.9084760107969,935.4288771424356,2.5600000000000005,2.8800000000000003
1816,2,20,26.2,3.2,s,26.22,5.4,s,0,0,0,0,943.3501378418713,944.0702524509107,2.5600000000000005,4.32
1816,2,21,26.25,4.0,w,26.26,5.6,w,0,0,0,0,945.1504243644702,945.51048166899,3.2,4.4799999999999995
1816,2,22,26.3,4.0,sw,26.3,6.2,s,0,0,0,0,946.9507108870692,946.9507108870692,3.2,4.960000000000001
1816,2,23,26.34,4.0,so,26.35,6.0,so,0,0,0,0,948.3909401051485,948.7509974096682,3.2,4.800000000000001
1816,2,24,26.34,4.6,so,26.35,6.2,so,0,0,0,0,948.3909401051485,948.7509974096682,3.6799999999999997,4.960000000000001
1816,2,25,26.36,5.0,w,26.32,7.0,w,0,0,0,0,949.111054714188,947.6708254961087,4.0,5.6000000000000005
